User-ID,";""BOOK TITLE""",";""Book-Rating"""
276813;,COLLEGE ALGEBRA (WORK TEXT),"""0"""
276813;,COLLEGE ALGEBRA,"""8"""
276813;,COLLEGE ALGEBRA,"""0"""
276813;,ALGEBRA 1,"""8"""
276813;,ALGEBRA,"""6"""
276813;,COLLEGE ALGEBRA,"""8"""
276813;,ALGEBRA 1,"""6"""
276813;,MODERN COLLEGE ALGEBRA,"""6"""
276813;,ELEMENTARY ALGEBRA,"""8"""
276813;,ADVANCE ALGEBRA TRIGO AND STATISTICS,"""0"""
276814;,PHYSICAL EDUCATION 2: BEGINNERS DANCE BOOK,"""8"""
276814;,RHYTHM AND DANCE (PHYSICAL EDUCATION 2),"""7"""
276814;,ESSENTIALS OF PHYSICAL EDUCATION 1 & 2,"""9"""
276817;,PHYSICAL EDUCATION 2: FOR COLLEGE,"""0"""
276820;,PHYSICAL EDUCATION 2 RHYTHMIC ACTIVITIES,"""0"""
276820;,NATIONAL SERVICE TRAINING PROGRAM,"""9"""
276822;,NATIONAL SERVICE TRAINING PROGRAM,"""10"""
276822;,NATIONAL SERVICE TRAINING PROGRAM,"""9"""
276822;,NSTP (CWTS 2 ),"""10"""
276822;,NSTP (CWTS AND ROTC ),"""9"""
276822;,"DISCOVERING COMPUTERS: DIGITAL TECHNOLOGY, DATA AND DEVICES","""9"""
276822;,ADVANCED DATABASE MANAGEMENT SYSTEMS,"""10"""
276822;,DATA STRUCTURES AND ALGORITHMS,"""0"""
276822;,DATABASE ADMINISTRATION IN MYSQL,"""6"""
276822;,CONCEPTS OF DATABASE MANAGEMENT 7TH ED.,"""9"""
276822;,DATABASE DESIGN,"""8"""
276822;,DATA STRUCTURES AND ALGORITHMS IN JAVA,"""10"""
276822;,FUNDAMENTALS OF DATABASE SYSTEMS,"""9"""
276822;,DATA STRUCTURES WITH JAVA,"""10"""
276822;,SPREADSHEETS AND THE DATABASES,"""10"""
276822;,DATA COMMUNICATIONS AND NETWORKING,"""8"""
276822;,INTRODUCTION TO FOXPRO DATA PROGRAMMING ( FOR DOS WINDOWS ENVIRONMENT),"""10"""
276827;,DATA COMMUNICATIONS AND NETWORKING,"""7"""
276828;,TROUBLESHOOTING ACCESS DATABASE,"""0"""
276828;,DATA & NETWORK COMMUNICATION,"""0"""
276828;,DATABASE ADMINISTRATION II,"""0"""
276828;,DATA STRUCTURES,"""0"""
276828;,DATA STRUCTURES AND ALOGARITHM ANALYSIS IN C,"""0"""
276828;,DATABASE SYSTEM CONCEPTS,"""0"""
276828;,WEB DEVELOPMENT AND DESIGN FOUNDATIONS WITH HTML5 (7TH EDITION),"""0"""
276828;,WEB DEVELOPMENT AND DESIGN FOUNDATIONS WITH HTML5,"""0"""
276828;,WEB PROGRAMMIN AND INTERNET TECHNOLOGIES AN E-COMMERCE APPROACH,"""7"""
276828;,WEB DESIGN,"""0"""
276828;,WEB APPLICATION: PROGRAMMING LANGUAGE,"""0"""
276828;,FIREWORKS AND FLASH 8: MULTIMEDIA AND WEB DESIGN,"""0"""
276828;,MULTIMEDIA AND WEB DESIGN: FIREWORKS SND FLASH 8,"""0"""
276830;,LEARNING WEB DESIGN ADOBE CS3,"""9"""
276832;,DEVELOPING WEB APPLICATIONS,"""0"""
276832;,DESIGNING WITH WEB STANDARDS,"""5"""
276833;,WEB DESIGN,"""0"""
276835;,WEB DESIGN,"""10"""
276837;,ETHICS IN THE CONTEMPORARY WORLD,"""5"""
276838;,THE CONTEMPORARY WORLD,"""0"""
276840;,THE CONTEMPORARY WORLD 2ND EDITION,"""0"""
276840;,THE CONTEMPORARY WORLD,"""0"""
276842;,THE CONTEMPORARY WORLD,"""7"""
276847;,THE CONTEMPORARY WORLD,"""0"""
276847;,THE CONTEMPORARY WORLD A TEXT- MANUAL FOR THE 21ST CENTURY STUDENT,"""5"""
276847;,MODULAR APPROACH TO ART APPRECIATION,"""0"""
276847;,ART APPRECIATION 2019 EDITION,"""8"""
276847;,ART APPRECIATION FOR NEW GENERAL EDUCATION CURRICULUM,"""8"""
276847;,ART APPRECIATION,"""7"""
276847;,PRINCIPLES OF COMPUTER ARCHITECTURE,"""10"""
276847;,"INFORMATION TECHNOLOGY FOR CONSTRUCTION MANAGERS, ARCHITECTURE AND ENGINEERS","""0"""
276847;,THE ESSENTIALS OF COMPUTER ORGANIZATION AND ARCHITECTURE,"""0"""
276847;,COMPUTER ORGANIZATION AND ARCHITECTURE,"""8"""
276847;,THE ESSENSIALS OF COMPUTER ORGANIZATION AND ARCHITECTURE 2ND EDITION,"""0"""
276847;,"SOCIAL, ETHICAL, LEGAL AND PROFESSIONAL ISSUES IN COMPUTING WITH COMPLETE EXPLANATION OF THE PHILIPPINE CYBERCRIME LAW REVISED EDITION","""8"""
276847;,DISCIPLINES AND IDEAS IN THE APPLIED SOCIAL SCIENCES,"""9"""
276847;,DISCIPLINES AND IDEAS IN THE  SOCIAL SCIENCES,"""10"""
276847;,UNDERSTANDING HUMAN BEHAVIOR AND THE SOCIAL ENVIRONMENT,"""9"""
276847;,SOCIAL PROBLEMS AND ISSUES IN THE PHILIPPINES,"""8"""
276847;,A COURSE MODULE FOR SCIENCE TECHNOLOGY AND SOCIETY,"""7"""
276847;,"SCIENCE, TECHNOLOGY AND SOCIETY","""10"""
276847;,"SCIENCE, TECHNOLOGY AND SOCIETY","""0"""
276847;,"SCIENCE, TECHNOLOGY, AND SOCIETY","""8"""
276847;,"SCIENCE, TECHNOLOGY AND SOCIETY","""10"""
276847;,"VISUAL GUIDE ENTREPRENEURIAL DEVELOPMENT, 3RD ED.","""7"""
276847;,GETTING ENTREPRENEURIAL,"""9"""
276847;,ENTREPRENEURIAL MANAGEMENT,"""6"""
276847;,THE ENTREPRENEURIAL MINDSET,"""0"""
276847;,PHYSICAL EDUCATION 3 INDIVIDUAL / DUAL SPORT,"""0"""
276847;,PHYSICAL EDUCATION 3: FOR COLLEGE,"""7"""
276847;,ADVANCED DATABASE MANAGEMENT SYSTEMS,"""9"""
276847;,A COMPREHENSIVE INTRODUCTION TO OBJECT-ORIENTED PROGRAMMING,"""0"""
276847;,OBJECT-ORIENTED PROGRAMMING USING C++,"""7"""
276847;,INTRODUCTION TO COMPUTER NETWORKING,"""6"""
276847;,HANDS-ON NETWORKING FUNDAMENTALS,"""0"""
276847;,DATA COMMUNICATIONS AND NETWORKING,"""0"""
276847;,DATA COMMUNICATIONS AND NETWORKING,"""0"""
276847;,CCNA GUIDE TO CISCO NETWORKING,"""8"""
276847;,NETWORKING FOR SUCCESS,"""10"""
276847;,COMPUTER NETWORKING,"""0"""
276847;,ETHICS 2022 EDITION,"""10"""
276847;,ETHICS IN THE CONTEMPORARY WORLD,"""10"""
276847;,ETHICS 101: AN EXPLORATION ON THE CONCEPT OF RIGHT AND WRONG,"""10"""
276847;,ETHICS 2019 EDITION,"""10"""
276847;,ETHICS IN THE CONTEMPORARY PERSPECTIVES: ADDRESSING THE INSIGHTS OF THE NEW GENERAL EDUCATION CURRICULUM,"""9"""
276847;,BASIC LEGAL ETHICS,"""7"""
276847;,ETHICS FOUNDATION OF MORAL VALUATION,"""10"""
276847;,ETHICS PRINCIPLES OF ETHICALBEHAVIOR IN MODERN SOCIETY,"""10"""
276847;,ETHICS IN INFORMATION TECHNOLOGY,"""10"""
276847;,"PRINCIPLES OF ETHICS IN INFORMATION TECHNOLOGY, 4TH ED.","""0"""
276847;,ETHICS FOR I.T. PROFESSIONALS WITH LEGAL ASPECTS IN COMPUTING,"""0"""
276847;,PRINCIPLES OF ETHICS IN INFORMATION TECHNOLOGY,"""8"""
276847;,INTRODUCTION TO ENGINEERING ETHICS,"""10"""
276847;,ETHICS IN INFORMATION TECHNOLOGY,"""5"""
276848;,ETHICS STANDARDS OF HUMAN CONDUCT,"""0"""
276848;,ETHICS FOR THE INFORMATION AGE,"""0"""
276848;,ETHICS IN INFORMATION TECHNOLOGY,"""0"""
276848;,ETHICS & THE SEARCH FOR GOOD LIFES,"""0"""
276848;,ETHICS IN ENGINEERING,"""0"""
276848;,CYBER ETHICS,"""0"""
276848;,FUNDAMENTALS OF ETHICS,"""0"""
276848;,CONTEMPORARY ETHICS,"""0"""
276848;,ENGINEERING ETHICS,"""0"""
276848;,LEGAL ETHICS,"""8"""
276848;,FUNDAMENTALS OF DATABASE SYSTEMS,"""0"""
276848;,FUNDAMENTALS OF INFORMATION SYSYEMS,"""0"""
276848;,DATABASE SYSTEM CONCEPTS,"""0"""
276848;,COMPUTER AIDED DRAFTING USING AUTOCAD SOFTWARE,"""0"""
276850;,THE INTEL MICROPROCESSOR FAMILY: HARDWARE AND SOFTWARE,"""7"""
276852;,INTRODUCTION TO SYSTEM ANALYSIS AND DESIGN,"""0"""
276852;,SYSTEMS ANALYSIS AND DESIGN,"""0"""
276853;,SYSTEMS ANALYSIS AND DESIGN,"""1"""
276853;,SYSTEMS ANALYSIS AND DESIGN WITH UML VERSION 2.0,"""7"""
276854;,SYSTEMS ANALYSIS AND DESIGN,"""5"""
276854;,"COMPUTER PROGRAMMING VOL.II: INNOVATIVE TRAINING WORKS, INC., 1ST ED.","""5"""
276854;,"COMPUTER PROGRAMMING VOL.II: INNOVATIVE TRAINING WORKS, INC., 1ST ED.","""0"""
276856;,AN INTRODUCTION TO PROGRAMMING WITH C++ 8TH ED.,"""0"""
276856;,WEB PROGRAMMIN AND INTERNET TECHNOLOGIES AN E-COMMERCE APPROACH,""""
276856;,AN INTRODUCTION TO PROGRAMMING USING ALICE 2.2,"""0"""
276856;,FUNDAMENTALS OF USING PROGRAMMING: C/C++ LANGAUAGE,"""0"""
276856;,AN INTRODUCTION TO PROGRAMMING USING ALICE 2.2,"""0"""
276856;,JAVA AN INTRODUCTION TO PROBLEM SOLVING & PROGRAMMING,"""0"""
276856;,JAVA PROGRAMMING : CONCEPT AND APPLICATION,"""0"""
276856;,BEGINNING MICROSOFT SQL SERVER 2012 PROGRAMMING,"""0"""
276856;,3D GAME PROGRAMMING WITH DIRECTX 11,"""0"""
276856;,Introduction to VISUAL BASIC 2008 PROGRAMMING,"""0"""
276856;,C++ PROGRAMMING: PROBLEM ANALYSIS TO PROGRAM DESIGN(LAB,"""0"""
276856;,AN INTRODUCTION TO PROGRAMMING USING VISUAL BASIC 2010,"""0"""
276856;,VISUAL BASIC 6: INTRODUCTION TO PROGRAMMING WITH WORKBOOK,"""0"""
276856;,INTRODUCTION TO VISUAL BASIC 2008 PROGRAMMING ,"""0"""
276856;,C ++ PROGRAMMING- LAB MANUAL,"""0"""
276856;,LINEAR PROGRAMMING,"""0"""
276856;,PHP 6/MySQL PROGRAMMING FOR THE ABSOLUTE BEGINNER,"""0"""
276856;,WEB APPLICATION: PROGRAMMING LANGUAGE,"""0"""
276856;,A COMPREHENSIVE INTRODUCTION TO OBJECT-ORIENTED PROGRAMMING,"""0"""
276856;,JAVA PROGRAMMING,"""0"""
276856;,Programming and Customizing the PIC Microcontroller,"""0"""
276856;,OBJECT-ORIENTED PROGRAMMING USING C++,"""0"""
276857;,PROGRAMMING LOGIC AND DESIGN,"""6"""
276859;,JAVA PROGRAMMING,"""0"""
276859;,ABSOLUTE C++ PROGRAMMING,"""6"""
276859;,JAVA PROGRAMMING,"""0"""
276859;,INTRODUCTION TO FOXPRO DATA PROGRAMMING ( FOR DOS WINDOWS ENVIRONMENT),"""0"""
276859;,VISUAL BASIC.NET PROGRAMMING,"""0"""
276859;,INTRODUCTION TO TURBO C PROGRAMMING,"""0"""
276859;,INTRODUCTION TO TURBO PASCAL PROGRAMMING,"""0"""
276859;,INTRODUCTION TO TURBO C PROGRAMMING,"""7"""
276859;,C++ PROGRAMMING:  From PROBLEM ANALYSIS TO PROGRAM DESIGN(LAB,"""0"""
276859;,AN INTRODUCTION TO PROGRAMMING WITH C++,"""8"""
276859;,PROGRAMMING FOR DESIGN,"""8"""
276859;,PHYSICAL EDUCATION 4: FOR COLLEGE,"""10"""
276859;,PHYSICAL EDUCATION 4 TEAM SPORTS,"""10"""
276859;,INTRODUCTION TO COMPUTER NETWORKING,"""9"""
276859;,HANDS-ON NETWORKING FUNDAMENTALS,"""6"""
276859;,DATA COMMUNICATIONS AND NETWORKING,"""8"""
276859;,DATA COMMUNICATIONS AND NETWORKING,"""0"""
276859;,CCNA GUIDE TO CISCO NETWORKING,"""0"""
276861;,COMPUTER NETWORKING,"""9"""
276861;,NETWORKING FOR SUCCESS,"""0"""
276861;,ADVANCED DATABASE MANAGEMENT SYSTEMS,"""10"""
276861;,MANAGEMENT INFORMATION SYSTEM,"""8"""
276861;,CONCEPTS OF DATABASE MANAGEMENT 7TH ED.,"9"""
276861;,INFORMATION TECHNOLOGY MANAGEMENT,"""8"""
276861;,MANAGEMENT INFORMATION SYSTEM,"""6"""
276861;,HEALTH INFORMATION MANAGEMENT AND HEALTH SERVICES,"""9"""
276861;,MANAGEMENT INFORMATION SYSTEM AND COMPUTER APPLICATIONS,"""9"""
276861;,INFORMATION TECHNOLOGY PROJECT MANAGEMENT,"""9"""
276861;,MANAGEMENT INFORMATION SYSTEMS,"""9"""
276861;,"INTRODUCTION TO COMPUTING USING PYTHON: AN APPLICATION DEVELOPMENT FOCUS, 2ND ED.","""6"""
276861;,WEB DEVELOPMENT AND DESIGN FOUNDATIONS WITH HTML5 (7TH EDITION),"""8"""
276862;,WEB DEVELOPMENT AND DESIGN FOUNDATIONS WITH HTML5,"""0"""
276862;,"OPERATING SYSTEMS: PRINCIPLES, DESIGN AND APPLICATIONS","""9"""
276862;,SURVEY OF OPERATING SYSTEMS,"""8"""
276863;,OPERATING SYSTEM CONCEPT: WINDOWS XP UPDATE,"""10"""
276866;,OPERATING SYSTEMS,"""3"""
276866;,DISK OPERATING SYSTEM VERSION 3.30,"""8"""
276866;,SYSTEM QUALITY ASSURANCE,"""0"""
276866;,NETWORK SECURITY FIRST-STEP,"""9"""
276866;,THE SECURITIES REGULATION CODE,"""7"""
276866;,PRINCIPLES OF COMPUTER SECURITY,"""0"""
276866;,DISCOVERING COMPUTERS FUNDAMENTALS YOUR INTERACTIVE GUIDE TO THE DIGITAL WORLD,"""3"""
276866;,"EMPOWERMENT TECHNOLOGIES: INNOVATIVE TRAINING WORKS, INC., 2ND ED.","""5"""
276866;,"DISCOVERING COMPUTERS: DIGITAL TECHNOLOGY, DATA AND DEVICES","""0"""
276866;,"COMPUTER PROGRAMMING VOL.II: INNOVATIVE TRAINING WORKS, INC., 1ST ED.","""0"""
276866;,"COMPUTER PROGRAMMING VOL.II: INNOVATIVE TRAINING WORKS, INC., 1ST ED.","""4"""
276866;,AN INTRODUCTION TO PROGRAMMING WITH C++ 8TH ED.,"""8"""
276866;,WEB PROGRAMMIN AND INTERNET TECHNOLOGIES AN E-COMMERCE APPROACH,"""7"""
276866;,AN INTRODUCTION TO PROGRAMMING USING ALICE 2.2,"""0"""
276866;,FUNDAMENTALS OF USING PROGRAMMING: C/C++ LANGAUAGE,"""5"""
276866;,AN INTRODUCTION TO PROGRAMMING USING ALICE 2.2,"""0"""
276866;,JAVA AN INTRODUCTION TO PROBLEM SOLVING & PROGRAMMING,"""0"""
276866;,JAVA PROGRAMMING : CONCEPT AND APPLICATION,"""0"""
276866;,BEGINNING MICROSOFT SQL SERVER 2012 PROGRAMMING,"""0"""
276866;,3D GAME PROGRAMMING WITH DIRECTX 11,"""5"""
276869;,Introduction to VISUAL BASIC 2008 PROGRAMMING,"""0"""
276869;,C++ PROGRAMMING: PROBLEM ANALYSIS TO PROGRAM DESIGN(LAB,"""0"""
276870;,AN INTRODUCTION TO PROGRAMMING USING VISUAL BASIC 2010,"""6"""
276872;,VISUAL BASIC 6: INTRODUCTION TO PROGRAMMING WITH WORKBOOK,"""8"""
276872;,INTRODUCTION TO VISUAL BASIC 2008 PROGRAMMING ,"""8"""
276872;,C ++ PROGRAMMING- LAB MANUAL,"""7"""
276872;,LINEAR PROGRAMMING,"""4"""
276872;,PHP 6/MySQL PROGRAMMING FOR THE ABSOLUTE BEGINNER,"""3"""
276872;,WEB APPLICATION: PROGRAMMING LANGUAGE,"""10"""
276872;,A COMPREHENSIVE INTRODUCTION TO OBJECT-ORIENTED PROGRAMMING,"""8"""
276872;,JAVA PROGRAMMING,"""8"""
276873;,Programming and Customizing the PIC Microcontroller,"""7"""
276875;,OBJECT-ORIENTED PROGRAMMING USING C++,""""
276875;,PROGRAMMING LOGIC AND DESIGN,""";""8"""
276875;,JAVA PROGRAMMING,"""0"""
276875;,ABSOLUTE C++ PROGRAMMING,"""0"""
276875;,JAVA PROGRAMMING,"""8"""
276875;,INTRODUCTION TO FOXPRO DATA PROGRAMMING ( FOR DOS WINDOWS ENVIRONMENT),"""0"""
276875;,VISUAL BASIC.NET PROGRAMMING,"""0"""
276875;,INTRODUCTION TO TURBO C PROGRAMMING,"""6"""
276875;,INTRODUCTION TO TURBO PASCAL PROGRAMMING,"""7"""
276875;,INTRODUCTION TO TURBO C PROGRAMMING,"""0"""
276875;,C++ PROGRAMMING:  From PROBLEM ANALYSIS TO PROGRAM DESIGN(LAB,"""0"""
276875;,AN INTRODUCTION TO PROGRAMMING WITH C++,"""0"""
276875;,PROGRAMMING FOR DESIGN,"""0"""
276875;,ADVANCED DATABASE MANAGEMENT SYSTEMS,"""0"""
276875;,DATABASE ADMINISTRATION IN MYSQL,"""0"""
276875;,CONCEPTS OF DATABASE MANAGEMENT 7TH ED.,"""7"""
276875;,DATABASE DESIGN,"""6"""
276875;,FUNDAMENTALS OF DATABASE SYSTEMS,"""0"""
276875;,DATABASE ADMINISTRATION II,"""0"""
276875;,SPREADSHEETS AND THE DATABASES,"""0"""
276875;,TROUBLESHOOTING ACCESS DATABASE,"""6"""
276875;,DATABASE SYSTEM CONCEPTS,"""8"""
276875;,JOSE RIZAL: SOCIAL REFORMER AND PATRIOT,"""0"""
276875;,LIFE AND WORKS OF RIZAL,"""0"""
276875;,JOSÉ RIZAL IN OUR TIMES,"""0"""
276875;,RIZAL WITHOUT THE OVERCOAT,"""0"""
276875;,RIZAL AND THE DEVELOPMENT OF FILIPINO NATIONALISM,"""4"""
276875;,"JOSE RIZAL: LIFE: WORKS AND WRITINGS OF A GENIUS, WRITER,","""8"""
276875;,"JOSE RIZAL: LIFE: WORKS AND WRITINGS OF A GENIUS, WRITER,","""0"""
276875;,RIZAL,"""0"""
276875;,RIZAL AND THE DEVELOPMENT OF FILIPINO NATIONALISM,"""0"""
276875;,JOSE RIZAL: THE FIRST FILIPINO,"""8"""
276875;,"RIZAL LIFE: LIFE, WORKS AND WRITINGS OF A GENIUS, WRITER,",";""8"""
276875;,"JOSE RIZAL: LIFE, WORKS AND WRITINGS","""7"""
276875;,"JOSE RIZAL: LIFE, WORKS AND WRITINGS OF A GENIUS, WRITER,","""2"""
276875;,"JOSE RIZAL LIFE, WORKS, AND WRITING OF A GENIUS, WRITER, SCIENTIST AND NATIONAL HERO","""6"""
276875;,"JOSE RIZAL: LIFE: WORKS AND WRITINGS OF A GENIUS, WRITER,","""6"""
276875;,RIZAL & THE KATIPUNAN: PILGRIMAGE FOR SACRED PROPHETIC,"""0"""
276875;,RESEARCH METHODS AND THESIS WRITING SECOND EDITION,"""0"""
276875;,RESEARCH METHODS,"""0"""
